2024-11-27 23:22:23,189 INFO    MainThread:23156 [wandb_setup.py:_flush():79] Current SDK version is 0.18.7
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_setup.py:_flush():79] Configure stats pid to 23156
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_setup.py:_flush():79] Loading settings from C:\Users\Elene2004\.config\wandb\settings
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_setup.py:_flush():79] Loading settings from C:\Users\Elene2004\Python\Files\PingPong-PPO\wandb\settings
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_setup.py:_flush():79] Loading settings from environment variables: {}
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program_relpath': 'Policy_Gradient.py', 'program_abspath': 'C:\\Users\\Elene2004\\Python\\Files\\PingPong-PPO\\Policy_Gradient.py', 'program': 'C:\\Users\\Elene2004\\Python\\Files\\PingPong-PPO\\Policy_Gradient.py'}
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_init.py:_log_setup():533] Logging user logs to C:\Users\Elene2004\Python\Files\PingPong-PPO\wandb\run-20241127_232223-r54gzbip\logs\debug.log
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_init.py:_log_setup():534] Logging internal logs to C:\Users\Elene2004\Python\Files\PingPong-PPO\wandb\run-20241127_232223-r54gzbip\logs\debug-internal.log
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_init.py:init():619] calling init triggers
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_init.py:init():626] wandb.init called with sweep_config: {}
config: {}
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_init.py:init():669] starting backend
2024-11-27 23:22:23,190 INFO    MainThread:23156 [wandb_init.py:init():673] sending inform_init request
2024-11-27 23:22:23,192 INFO    MainThread:23156 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2024-11-27 23:22:23,193 INFO    MainThread:23156 [wandb_init.py:init():686] backend started and connected
2024-11-27 23:22:23,195 INFO    MainThread:23156 [wandb_init.py:init():781] updated telemetry
2024-11-27 23:22:23,294 INFO    MainThread:23156 [wandb_init.py:init():814] communicating run to backend with 90.0 second timeout
2024-11-27 23:22:24,016 INFO    MainThread:23156 [wandb_init.py:init():867] starting run threads in backend
2024-11-27 23:22:24,127 INFO    MainThread:23156 [wandb_run.py:_console_start():2456] atexit reg
2024-11-27 23:22:24,127 INFO    MainThread:23156 [wandb_run.py:_redirect():2305] redirect: wrap_raw
2024-11-27 23:22:24,128 INFO    MainThread:23156 [wandb_run.py:_redirect():2370] Wrapping output streams.
2024-11-27 23:22:24,128 INFO    MainThread:23156 [wandb_run.py:_redirect():2395] Redirects installed.
2024-11-27 23:22:24,130 INFO    MainThread:23156 [wandb_init.py:init():911] run started, returning control to user process
2024-11-27 23:22:54,419 WARNING MsgRouterThr:23156 [router.py:message_loop():75] message_loop has been closed
