Using device: cuda
Episode: 1, Reward: [-21.  -8. -15. -19. -19. -11. -21. -10.], Loss: 2.66917539, Time: 6406.80ms
Episode: 2, Reward: [-19. -13. -19. -15. -15. -17. -21. -17.], Loss: 2.87881136, Time: 9227.69ms
Episode: 3, Reward: [-16. -12. -21. -15. -12. -20. -19. -19.], Loss: 2.87879348, Time: 14708.92ms
Episode: 4, Reward: [-21. -14. -15. -14. -17. -12. -15. -15.], Loss: 2.66916609, Time: 17040.25ms
Episode: 5, Reward: [-20. -15. -10. -15. -15. -19. -21. -11.], Loss: 3.08841491, Time: 18656.61ms
Episode: 6, Reward: [-18.  -5. -15. -16. -18. -20. -13. -19.], Loss: 3.21769524, Time: 11396.46ms
Episode: 7, Reward: [-17. -20. -13. -21. -21. -15. -21. -15.], Loss: 2.87880301, Time: 9578.41ms
Episode: 8, Reward: [-15. -13. -14. -21. -15. -10. -19. -11.], Loss: 2.88577628, Time: 9883.55ms
Episode: 9, Reward: [-21. -21. -15. -16. -19. -19. -20. -18.], Loss: 2.72745872, Time: 10508.61ms
Episode: 10, Reward: [-21. -12. -21. -16. -14. -17. -12. -17.], Loss: 2.52880454, Time: 6554.62ms
Episode: 11, Reward: [-21. -19. -19. -17. -19. -18. -15. -19.], Loss: 2.52901220, Time: 8785.71ms
Episode: 12, Reward: [-19. -14. -21. -19. -12. -17. -17. -19.], Loss: 2.52930379, Time: 9029.81ms
Episode: 13, Reward: [-17. -13. -10. -17. -21. -19. -17. -21.], Loss: 2.52876449, Time: 8966.54ms
Episode: 14, Reward: [-12. -11. -17. -15. -21. -21. -19. -19.], Loss: 2.52866530, Time: 9015.48ms
Episode: 15, Reward: [-19. -15. -18. -20. -19. -15. -15. -21.], Loss: 2.72741961, Time: 10020.33ms
Episode: 16, Reward: [-14. -17. -21. -17. -19. -20. -13. -18.], Loss: 2.52888107, Time: 9782.65ms
Episode: 17, Reward: [-17. -15. -21. -21. -21. -21. -13. -21.], Loss: 2.24139857, Time: 9417.82ms
Episode: 18, Reward: [-21. -21. -14. -21. -19. -21. -17. -21.], Loss: 2.24152970, Time: 9572.35ms
Episode: 19, Reward: [-19. -17. -21. -21. -19. -21. -21. -21.], Loss: 2.24155998, Time: 9603.97ms
Episode: 20, Reward: [-21. -19. -21. -21. -20. -21. -21. -21.], Loss: 2.24154496, Time: 9374.55ms
Episode: 21, Reward: [-21. -21. -21. -21. -21. -21. -20. -21.], Loss: 2.24199939, Time: 9815.66ms
Episode: 22, Reward: [-15. -21. -19. -21. -17. -19. -21. -19.], Loss: 2.24094272, Time: 12051.95ms
Episode: 23, Reward: [-21. -21. -19. -21. -21. -21. -21. -21.], Loss: 2.24169278, Time: 14329.87ms
Episode: 24, Reward: [-21. -21. -21. -21. -13. -21. -21. -21.], Loss: 2.24179816, Time: 8806.68ms
Episode: 25, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 1.65640867, Time: 9165.76ms
Episode: 26, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 1.65484405, Time: 8636.17ms
Episode: 27, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 1.65577912, Time: 8968.27ms
Episode: 28, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 1.65697718, Time: 9017.26ms
Episode: 29, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 1.65526974, Time: 9800.69ms
Episode: 30, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 1.65676725, Time: 8993.90ms
Episode: 31, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 1.65541744, Time: 8793.11ms
Episode: 32, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 1.65642142, Time: 8987.77ms
Episode: 33, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.88891900, Time: 8811.80ms
Episode: 34, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.88861603, Time: 8766.09ms
Episode: 35, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.88853496, Time: 9629.99ms
Episode: 36, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.88842171, Time: 8780.11ms
Episode: 37, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.88812691, Time: 8816.35ms
Episode: 38, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.88833714, Time: 8960.27ms
Episode: 39, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.88837880, Time: 8825.99ms
Episode: 40, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.88823217, Time: 8402.81ms
Episode: 41, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.30336764, Time: 9574.62ms
Episode: 42, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.30341890, Time: 8815.52ms
Episode: 43, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.30345759, Time: 9577.74ms
Episode: 44, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.30340689, Time: 9588.00ms
Episode: 45, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.30343369, Time: 9617.91ms
Episode: 46, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.30343360, Time: 9583.73ms
Episode: 47, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.30343893, Time: 9787.35ms
Episode: 48, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.30345589, Time: 9735.07ms
Episode: 49, Reward: [-21. -21. -21. -21. -21. -21. -21. -21.], Loss: 0.06431860, Time: 9478.74ms
